Menu_Price_ID,Restaurant_ID,Product_ID,Price,Portion_Size,Serving_Unit,Dish_rating,Menu_Type,Source_URL,Price_Date,Fetch_Time,Source_System,Price_Validation_Status
M000043,R0009,P0030,186.0,1,Serving,,Delivery,https://www.swiggy.com/city/ahmedabad/mr-and-mrs-kathiyawadi-vastrapur-rest1391742,2026-08-25,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000044,R0009,P0028,186.0,1,Plate,,Delivery,https://www.swiggy.com/city/ahmedabad/mr-and-mrs-kathiyawadi-vastrapur-rest1391742,2026-08-25,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000045,R0009,P0031,31.0,1,Plate,,Delivery,https://www.swiggy.com/city/ahmedabad/mr-and-mrs-kathiyawadi-vastrapur-rest1391742,2026-08-25,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000046,R0009,P0032,47.0,1,Plate,,Delivery,https://www.swiggy.com/city/ahmedabad/mr-and-mrs-kathiyawadi-vastrapur-rest1391742,2026-08-25,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000047,R0009,P0033,31.0,1,Plate,,Delivery,https://www.swiggy.com/city/ahmedabad/mr-and-mrs-kathiyawadi-vastrapur-rest1391742,2026-08-25,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000048,R0009,P0034,54.0,1,Plate,,Delivery,https://www.swiggy.com/city/ahmedabad/mr-and-mrs-kathiyawadi-vastrapur-rest1391742,2026-08-25,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000049,R0009,P0035,109.0,1,Plate,,Delivery,https://www.swiggy.com/city/ahmedabad/mr-and-mrs-kathiyawadi-vastrapur-rest1391742,2026-08-25,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000050,R0009,P0004,171.0,1,Serving,,Delivery,https://www.swiggy.com/city/ahmedabad/mr-and-mrs-kathiyawadi-vastrapur-rest1391742,2026-08-25,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000051,R0010,P0022,500.0,1,Serving,2.4,Delivery,https://www.swiggy.com/city/ahmedabad/rudu-kathiawad-vastrapur-rest99672,2026-08-25,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000052,R0010,P0037,500.0,1,Serving,3.5,Delivery,https://www.swiggy.com/city/ahmedabad/rudu-kathiawad-vastrapur-rest99672,2026-08-25,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000053,R0010,P0021,500.0,1,Serving,4.1,Delivery,https://www.swiggy.com/city/ahmedabad/rudu-kathiawad-vastrapur-rest99672,2026-08-25,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000054,R0010,P0038,420.0,1,Serving,4.3,Delivery,https://www.swiggy.com/city/ahmedabad/rudu-kathiawad-vastrapur-rest99672,2026-08-25,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000055,R0010,P0014,400.0,1,Serving,3.9,Delivery,https://www.swiggy.com/city/ahmedabad/rudu-kathiawad-vastrapur-rest99672,2026-08-25,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000056,R0010,P0027,501.0,1,Serving,3.8,Delivery,https://www.swiggy.com/city/ahmedabad/rudu-kathiawad-vastrapur-rest99672,2026-08-25,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000057,R0010,P0004,500.0,1,Serving,5.0,Delivery,https://www.swiggy.com/city/ahmedabad/rudu-kathiawad-vastrapur-rest99672,2026-08-25,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000058,R0010,P0025,520.0,1,Serving,,Delivery,https://www.swiggy.com/city/ahmedabad/rudu-kathiawad-vastrapur-rest99672,2026-08-25,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000059,R0011,P0011,139.0,1,Serving,,Delivery,https://www.swiggy.com/city/ahmedabad/special-kathiyawadi-vastrapur-rest1319021,2026-08-25,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000060,R0011,P0036,139.0,1,Serving,,Delivery,https://www.swiggy.com/city/ahmedabad/special-kathiyawadi-vastrapur-rest1319021,2026-08-25,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000061,R0011,P0004,139.0,1,Serving,,Delivery,https://www.swiggy.com/city/ahmedabad/special-kathiyawadi-vastrapur-rest1319021,2026-08-25,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000062,R0011,P0040,95.0,1,Serving,,Delivery,https://www.swiggy.com/city/ahmedabad/special-kathiyawadi-vastrapur-rest1319021,2026-08-25,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000063,R0011,P0028,169.0,1,Plate,4.4,Delivery,https://www.swiggy.com/city/ahmedabad/special-kathiyawadi-vastrapur-rest1319021,2026-08-25,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000064,R0011,P0023,169.0,1,Serving,,Delivery,https://www.swiggy.com/city/ahmedabad/special-kathiyawadi-vastrapur-rest1319021,2026-08-25,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000065,R0005,P0017,120.0,1,Serving,2.0,Delivery,Order from Sorath Suddh Kathiyawadi Restaurant online in Ahmedabad | Swiggy,2026-08-25 00:00:00,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000066,R0005,P0011,120.0,1,Serving,5.0,Delivery,https://www.swiggy.com/city/ahmedabad/sorath-suddh-kathiyawadi-restaurant-gota-jagatpur-rest157685,2026-08-25 00:00:00,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000067,R0012,P0025,120.0,200,Gm,,Delivery,Khodal Kathiyawadi Gota in Ahmedabad near me - Justdial,2026-08-25 00:00:00,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000068,R0012,P0011,120.0,200,Gm,,Delivery,Khodal Kathiyawadi Gota in Ahmedabad near me - Justdial,2026-08-25 00:00:00,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000069,R0012,P0039,140.0,200,Gm,,Delivery,Khodal Kathiyawadi Gota in Ahmedabad near me - Justdial,2026-08-25 00:00:00,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000070,R0013,P0016,90.0,1,Serving,,Delivery,https://www.zomato.com/ahmedabad/shree-varudi-khodiyar-gota,2026-08-25 00:00:00,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000071,R0013,P0011,80.0,1,Serving,,Delivery,https://www.zomato.com/ahmedabad/shree-varudi-khodiyar-gota,2026-08-25 00:00:00,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000072,R0013,P0022,80.0,1,Serving,,Delivery,https://www.zomato.com/ahmedabad/shree-varudi-khodiyar-gota,2026-08-25 00:00:00,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000073,R0014,P0010,60.0,1,Serving,,Delivery,"Gurudev Kathiyawadi Restaurant, Bodakdev, Ahmedabad | Zomato",2026-08-25 00:00:00,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000074,R0014,P0005,40.0,1,Serving,,Delivery,"Gurudev Kathiyawadi Restaurant, Bodakdev, Ahmedabad | Zomato",2026-08-25 00:00:00,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000075,R0015,P0013,230.0,1,Serving,,Delivery,"Bajaro Kathiyawadi Restaurant in Gota,Ahmedabad - Order Food Online - Best Inexpensive Restaurants Below Rs 500 near me in Ahmedabad - Justdial",2026-08-25 00:00:00,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000076,R0016,P0017,60.0,1,Serving,,Delivery,https://www.zomato.com/ahmedabad/maher-kathiyawadi-shahibagh/menu,2026-08-25 00:00:00,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000077,R0016,P0018,110.0,1,Serving,,Delivery,https://www.zomato.com/ahmedabad/maher-kathiyawadi-shahibagh/menu,2026-08-25 00:00:00,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000078,R0016,P0013,120.0,1,Serving,,Delivery,https://www.zomato.com/ahmedabad/maher-kathiyawadi-shahibagh/menu,2026-08-25 00:00:00,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000079,R0016,P0009,220.0,1,Thali,,Delivery,https://www.zomato.com/ahmedabad/maher-kathiyawadi-shahibagh/menu,2026-08-25 00:00:00,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000080,R0016,P0001,190.0,1,Serving,,Delivery,https://www.zomato.com/ahmedabad/maher-kathiyawadi-shahibagh/menu,2026-08-25 00:00:00,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000081,R0016,P0011,170.0,1,Serving,,Delivery,https://www.zomato.com/ahmedabad/maher-kathiyawadi-shahibagh/menu,2026-08-25 00:00:00,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000082,R0016,P0023,230.0,1,Serving,,Delivery,https://www.zomato.com/ahmedabad/maher-kathiyawadi-shahibagh/menu,2026-08-25 00:00:00,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000083,R0016,P0025,170.0,1,Serving,,Delivery,https://www.zomato.com/ahmedabad/maher-kathiyawadi-shahibagh/menu,2026-08-25 00:00:00,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000084,R0017,P0011,135.0,1,Serving,,Delivery,https://www.justdial.com/Ahmedabad/Kismat-Kathiyawadi-Gota/079PXX79-XX79-210118182241-I6K9_BZDET,2026-08-25 00:00:00,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000085,R0017,P0012,135.0,1,Serving,,Delivery,https://www.justdial.com/Ahmedabad/Kismat-Kathiyawadi-Gota/079PXX79-XX79-210118182241-I6K9_BZDET,2026-08-25 00:00:00,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000086,R0017,P0039,135.0,1,Serving,,Delivery,https://www.justdial.com/Ahmedabad/Kismat-Kathiyawadi-Gota/079PXX79-XX79-210118182241-I6K9_BZDET,2026-08-25 00:00:00,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000087,R0017,P0018,175.0,1,Serving,,Delivery,https://www.justdial.com/Ahmedabad/Kismat-Kathiyawadi-Gota/079PXX79-XX79-210118182241-I6K9_BZDET,2026-08-25 00:00:00,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000088,R0017,P0013,200.0,1,Serving,,Delivery,https://www.justdial.com/Ahmedabad/Kismat-Kathiyawadi-Gota/079PXX79-XX79-210118182241-I6K9_BZDET,2026-08-25 00:00:00,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000089,R0017,P0036,190.0,250,Gm,,Delivery,https://www.justdial.com/Ahmedabad/Kismat-Kathiyawadi-Gota/079PXX79-XX79-210118182241-I6K9_BZDET,2026-08-25 00:00:00,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000090,R0017,P0011,160.0,250,Gm,,Delivery,https://www.justdial.com/Ahmedabad/Kismat-Kathiyawadi-Gota/079PXX79-XX79-210118182241-I6K9_BZDET,2026-08-25 00:00:00,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000091,R0017,P0013,160.0,250,Gm,,Delivery,https://www.justdial.com/Ahmedabad/Kismat-Kathiyawadi-Gota/079PXX79-XX79-210118182241-I6K9_BZDET,2026-08-25 00:00:00,2026-09-11T16:26:46.117098+00:00,kathiyawadi_seed_workbook,ok
M000092,R0018,P0006,62.5,Regular,Plate,,Main Course,https://www.openstreetmap.org/node/2477174077,2026-09-11,2026-09-11T16:26:46.117098+00:00,historical_benchmark_fallback,ok
M000093,R0018,P0035,109.0,Regular,Plate,,Main Course,https://www.openstreetmap.org/node/2477174077,2026-09-11,2026-09-11T16:26:46.117098+00:00,historical_benchmark_fallback,ok
M000094,R0018,P0020,300.0,Regular,Plate,,Main Course,https://www.openstreetmap.org/node/2477174077,2026-09-11,2026-09-11T16:26:46.117098+00:00,historical_benchmark_fallback,ok
M000095,R0018,P0029,45.0,Regular,Plate,,Main Course,https://www.openstreetmap.org/node/2477174077,2026-09-11,2026-09-11T16:26:46.117098+00:00,historical_benchmark_fallback,ok
M000096,R0018,P0003,289.0,Regular,Plate,,Main Course,https://www.openstreetmap.org/node/2477174077,2026-09-11,2026-09-11T16:26:46.117098+00:00,historical_benchmark_fallback,ok
M000097,R0018,P0039,137.5,Regular,Plate,,Main Course,https://www.openstreetmap.org/node/2477174077,2026-09-11,2026-09-11T16:26:46.117098+00:00,historical_benchmark_fallback,ok
M000098,R0018,P0021,340.0,Regular,Plate,,Main Course,https://www.openstreetmap.org/node/2477174077,2026-09-11,2026-09-11T16:26:46.117098+00:00,historical_benchmark_fallback,ok
M000099,R0018,P0022,285.0,Regular,Plate,,Main Course,https://www.openstreetmap.org/node/2477174077,2026-09-11,2026-09-11T16:26:46.117098+00:00,historical_benchmark_fallback,ok
M000100,R0018,P0014,200.0,Regular,Plate,,Main Course,https://www.openstreetmap.org/node/2477174077,2026-09-11,2026-09-11T16:26:46.117098+00:00,historical_benchmark_fallback,ok
M000101,R0018,P0013,174.5,Regular,Plate,,Main Course,https://www.openstreetmap.org/node/2477174077,2026-09-11,2026-09-11T16:26:46.117098+00:00,historical_benchmark_fallback,ok
M000102,R0018,P0012,157.0,Regular,Plate,,Main Course,https://www.openstreetmap.org/node/2477174077,2026-09-11,2026-09-11T16:26:46.117098+00:00,historical_benchmark_fallback,ok
M000103,R0018,P0007,70.0,Regular,Plate,,Main Course,https://www.openstreetmap.org/node/2477174077,2026-09-11,2026-09-11T16:26:46.117098+00:00,historical_benchmark_fallback,ok
M000104,R0019,P0006,62.5,Regular,Plate,,Main Course,https://www.openstreetmap.org/node/2679948361,2026-09-11,2026-09-11T16:26:46.117098+00:00,historical_benchmark_fallback,ok
M000105,R0019,P0035,109.0,Regular,Plate,,Main Course,https://www.openstreetmap.org/node/2679948361,2026-09-11,2026-09-11T16:26:46.117098+00:00,historical_benchmark_fallback,ok
M000106,R0019,P0020,300.0,Regular,Plate,,Main Course,https://www.openstreetmap.org/node/2679948361,2026-09-11,2026-09-11T16:26:46.117098+00:00,historical_benchmark_fallback,ok
M000107,R0019,P0029,45.0,Regular,Plate,,Main Course,https://www.openstreetmap.org/node/2679948361,2026-09-11,2026-09-11T16:26:46.117098+00:00,historical_benchmark_fallback,ok
M000108,R0019,P0003,289.0,Regular,Plate,,Main Course,https://www.openstreetmap.org/node/2679948361,2026-09-11,2026-09-11T16:26:46.117098+00:00,historical_benchmark_fallback,ok
M000109,R0019,P0039,137.5,Regular,Plate,,Main Course,https://www.openstreetmap.org/node/2679948361,2026-09-11,2026-09-11T16:26:46.117098+00:00,historical_benchmark_fallback,ok
M000110,R0019,P0021,340.0,Regular,Plate,,Main Course,https://www.openstreetmap.org/node/2679948361,2026-09-11,2026-09-11T16:26:46.117098+00:00,historical_benchmark_fallback,ok
M000111,R0019,P0022,285.0,Regular,Plate,,Main Course,https://www.openstreetmap.org/node/2679948361,2026-09-11,2026-09-11T16:26:46.117098+00:00,historical_benchmark_fallback,ok
M000112,R0019,P0014,200.0,Regular,Plate,,Main Course,https://www.openstreetmap.org/node/2679948361,2026-09-11,2026-09-11T16:26:46.117098+00:00,historical_benchmark_fallback,ok
M000113,R0019,P0013,174.5,Regular,Plate,,Main Course,https://www.openstreetmap.org/node/2679948361,2026-09-11,2026-09-11T16:26:46.117098+00:00,historical_benchmark_fallback,ok
M000114,R0019,P0012,157.0,Regular,Plate,,Main Course,https://www.openstreetmap.org/node/2679948361,2026-09-11,2026-09-11T16:26:46.117098+00:00,historical_benchmark_fallback,ok
M000115,R0019,P0007,70.0,Regular,Plate,,Main Course,https://www.openstreetmap.org/node/2679948361,2026-09-11,2026-09-11T16:26:46.117098+00:00,historical_benchmark_fallback,ok
M000116,R0020,P0006,62.5,Regular,Plate,,Main Course,https://www.openstreetmap.org/node/3776238979,2026-09-11,2026-09-11T16:26:46.117098+00:00,historical_benchmark_fallback,ok
M000117,R0020,P0035,109.0,Regular,Plate,,Main Course,https://www.openstreetmap.org/node/3776238979,2026-09-11,2026-09-11T16:26:46.117098+00:00,historical_benchmark_fallback,ok
M000118,R0020,P0020,300.0,Regular,Plate,,Main Course,https://www.openstreetmap.org/node/3776238979,2026-09-11,2026-09-11T16:26:46.117098+00:00,historical_benchmark_fallback,ok
M000119,R0020,P0029,45.0,Regular,Plate,,Main Course,https://www.openstreetmap.org/node/3776238979,2026-09-11,2026-09-11T16:26:46.117098+00:00,historical_benchmark_fallback,ok
